,Sexo,Comunidades y Ciudades Autónomas,Edad,Periodo,Total,Total2,Total3
19228,Hombres,Extremadura,Menores de 25 años,2012T4,57,68,57.68
19229,Hombres,Extremadura,Menores de 25 años,2012T3,56,98,56.98
19230,Hombres,Extremadura,Menores de 25 años,2012T2,64,94,64.94
19231,Hombres,Extremadura,Menores de 25 años,2012T1,56,61,56.61
19232,Hombres,Extremadura,Menores de 25 años,2011T4,50,14,50.14
19233,Hombres,Extremadura,Menores de 25 años,2011T3,47,51,47.51
19234,Hombres,Extremadura,Menores de 25 años,2011T2,49,6,49.6
19235,Hombres,Extremadura,Menores de 25 años,2011T1,49,89,49.89
19236,Hombres,Extremadura,Menores de 25 años,2010T4,49,96,49.96
19237,Hombres,Extremadura,Menores de 25 años,2010T3,44,,44.
19238,Hombres,Extremadura,Menores de 25 años,2010T2,40,79,40.79
19239,Hombres,Extremadura,Menores de 25 años,2010T1,43,42,43.42
19240,Hombres,Extremadura,Menores de 25 años,2009T4,39,49,39.49
19241,Hombres,Extremadura,Menores de 25 años,2009T3,25,95,25.95
19242,Hombres,Extremadura,Menores de 25 años,2009T2,34,41,34.41
19243,Hombres,Extremadura,Menores de 25 años,2009T1,42,36,42.36
19244,Hombres,Extremadura,Menores de 25 años,2008T4,30,74,30.74
19245,Hombres,Extremadura,Menores de 25 años,2008T3,19,36,19.36
19246,Hombres,Extremadura,Menores de 25 años,2008T2,15,79,15.79
19247,Hombres,Extremadura,Menores de 25 años,2008T1,17,4,17.4
19248,Hombres,Extremadura,Menores de 25 años,2007T4,19,71,19.71
19249,Hombres,Extremadura,Menores de 25 años,2007T3,20,91,20.91
19250,Hombres,Extremadura,Menores de 25 años,2007T2,17,34,17.34
19251,Hombres,Extremadura,Menores de 25 años,2007T1,20,95,20.95
19252,Hombres,Extremadura,Menores de 25 años,2006T4,16,67,16.67
19253,Hombres,Extremadura,Menores de 25 años,2006T3,12,15,12.15
19254,Hombres,Extremadura,Menores de 25 años,2006T2,20,59,20.59
19255,Hombres,Extremadura,Menores de 25 años,2006T1,23,41,23.41
19256,Hombres,Extremadura,Menores de 25 años,2005T4,24,38,24.38
19257,Hombres,Extremadura,Menores de 25 años,2005T3,22,12,22.12
19258,Hombres,Extremadura,Menores de 25 años,2005T2,20,28,20.28
19259,Hombres,Extremadura,Menores de 25 años,2005T1,22,93,22.93
19260,Hombres,Extremadura,Menores de 25 años,2004T4,19,85,19.85
19261,Hombres,Extremadura,Menores de 25 años,2004T3,19,68,19.68
19262,Hombres,Extremadura,Menores de 25 años,2004T2,19,12,19.12
19263,Hombres,Extremadura,Menores de 25 años,2004T1,17,16,17.16
19264,Hombres,Extremadura,Menores de 25 años,2003T4,24,54,24.54
19265,Hombres,Extremadura,Menores de 25 años,2003T3,16,95,16.95
19266,Hombres,Extremadura,Menores de 25 años,2003T2,15,7,15.7
19267,Hombres,Extremadura,Menores de 25 años,2003T1,22,15,22.15
19268,Hombres,Extremadura,Menores de 25 años,2002T4,27,11,27.11
19269,Hombres,Extremadura,Menores de 25 años,2002T3,27,7,27.7
19270,Hombres,Extremadura,Menores de 25 años,2002T2,18,92,18.92
19271,Hombres,Extremadura,Menores de 25 años,2002T1,22,59,22.59
19272,Hombres,Extremadura,25 y más años,2023T4,13,64,13.64
19273,Hombres,Extremadura,25 y más años,2023T3,12,55,12.55
19274,Hombres,Extremadura,25 y más años,2023T2,12,39,12.39
19275,Hombres,Extremadura,25 y más años,2023T1,14,8,14.8
19276,Hombres,Extremadura,25 y más años,2022T4,12,53,12.53
19277,Hombres,Extremadura,25 y más años,2022T3,11,68,11.68
19278,Hombres,Extremadura,25 y más años,2022T2,11,62,11.62
19279,Hombres,Extremadura,25 y más años,2022T1,14,34,14.34
19280,Hombres,Extremadura,25 y más años,2021T4,14,31,14.31
19281,Hombres,Extremadura,25 y más años,2021T3,11,95,11.95
19282,Hombres,Extremadura,25 y más años,2021T2,12,17,12.17
19283,Hombres,Extremadura,25 y más años,2021T1,15,51,15.51
19284,Hombres,Extremadura,25 y más años,2020T4,15,54,15.54
19285,Hombres,Extremadura,25 y más años,2020T3,15,1,15.1
19286,Hombres,Extremadura,25 y más años,2020T2,15,56,15.56
19287,Hombres,Extremadura,25 y más años,2020T1,18,11,18.11
19288,Hombres,Extremadura,25 y más años,2019T4,17,5,17.5
19289,Hombres,Extremadura,25 y más años,2019T3,13,73,13.73
19290,Hombres,Extremadura,25 y más años,2019T2,14,9,14.9
19291,Hombres,Extremadura,25 y más años,2019T1,14,78,14.78
19292,Hombres,Extremadura,25 y más años,2018T4,16,23,16.23
19293,Hombres,Extremadura,25 y más años,2018T3,16,33,16.33
19294,Hombres,Extremadura,25 y más años,2018T2,17,99,17.99
19295,Hombres,Extremadura,25 y más años,2018T1,19,65,19.65
19296,Hombres,Extremadura,25 y más años,2017T4,19,26,19.26
19297,Hombres,Extremadura,25 y más años,2017T3,20,92,20.92
19298,Hombres,Extremadura,25 y más años,2017T2,20,31,20.31
19299,Hombres,Extremadura,25 y más años,2017T1,23,5,23.5
19300,Hombres,Extremadura,25 y más años,2016T4,21,89,21.89
19301,Hombres,Extremadura,25 y más años,2016T3,19,97,19.97
19302,Hombres,Extremadura,25 y más años,2016T2,21,44,21.44
19303,Hombres,Extremadura,25 y más años,2016T1,23,37,23.37
19304,Hombres,Extremadura,25 y más años,2015T4,21,44,21.44
19305,Hombres,Extremadura,25 y más años,2015T3,23,28,23.28
19306,Hombres,Extremadura,25 y más años,2015T2,24,28,24.28
19307,Hombres,Extremadura,25 y más años,2015T1,24,33,24.33
19308,Hombres,Extremadura,25 y más años,2014T4,24,84,24.84
19309,Hombres,Extremadura,25 y más años,2014T3,21,88,21.88
19310,Hombres,Extremadura,25 y más años,2014T2,24,68,24.68
19311,Hombres,Extremadura,25 y más años,2014T1,27,96,27.96
19312,Hombres,Extremadura,25 y más años,2013T4,26,97,26.97
19313,Hombres,Extremadura,25 y más años,2013T3,28,75,28.75
19314,Hombres,Extremadura,25 y más años,2013T2,29,6,29.6
19315,Hombres,Extremadura,25 y más años,2013T1,31,46,31.46
19316,Hombres,Extremadura,25 y más años,2012T4,28,75,28.75
19317,Hombres,Extremadura,25 y más años,2012T3,27,22,27.22
19318,Hombres,Extremadura,25 y más años,2012T2,27,66,27.66
19319,Hombres,Extremadura,25 y más años,2012T1,27,78,27.78
19320,Hombres,Extremadura,25 y más años,2011T4,23,39,23.39
19321,Hombres,Extremadura,25 y más años,2011T3,19,53,19.53
19322,Hombres,Extremadura,25 y más años,2011T2,18,16,18.16
19323,Hombres,Extremadura,25 y más años,2011T1,20,18,20.18
19324,Hombres,Extremadura,25 y más años,2010T4,18,41,18.41
19325,Hombres,Extremadura,25 y más años,2010T3,17,3,17.3
19326,Hombres,Extremadura,25 y más años,2010T2,17,48,17.48
19327,Hombres,Extremadura,25 y más años,2010T1,18,51,18.51
19328,Hombres,Extremadura,25 y más años,2009T4,15,24,15.24
19329,Hombres,Extremadura,25 y más años,2009T3,14,1,14.1
19330,Hombres,Extremadura,25 y más años,2009T2,15,12,15.12
19331,Hombres,Extremadura,25 y más años,2009T1,16,96,16.96
19332,Hombres,Extremadura,25 y más años,2008T4,12,71,12.71
19333,Hombres,Extremadura,25 y más años,2008T3,9,17,9.17
19334,Hombres,Extremadura,25 y más años,2008T2,8,54,8.54
19335,Hombres,Extremadura,25 y más años,2008T1,8,85,8.85
19336,Hombres,Extremadura,25 y más años,2007T4,8,94,8.94
19337,Hombres,Extremadura,25 y más años,2007T3,6,98,6.98
19338,Hombres,Extremadura,25 y más años,2007T2,7,44,7.44
19339,Hombres,Extremadura,25 y más años,2007T1,7,95,7.95
19340,Hombres,Extremadura,25 y más años,2006T4,8,44,8.44
19341,Hombres,Extremadura,25 y más años,2006T3,7,47,7.47
19342,Hombres,Extremadura,25 y más años,2006T2,8,97,8.97
19343,Hombres,Extremadura,25 y más años,2006T1,10,1,10.1
19344,Hombres,Extremadura,25 y más años,2005T4,10,2,10.2
19345,Hombres,Extremadura,25 y más años,2005T3,9,68,9.68
19346,Hombres,Extremadura,25 y más años,2005T2,9,15,9.15
19347,Hombres,Extremadura,25 y más años,2005T1,10,48,10.48
19348,Hombres,Extremadura,25 y más años,2004T4,11,23,11.23
19349,Hombres,Extremadura,25 y más años,2004T3,8,52,8.52
19350,Hombres,Extremadura,25 y más años,2004T2,10,4,10.4
19351,Hombres,Extremadura,25 y más años,2004T1,10,24,10.24
19352,Hombres,Extremadura,25 y más años,2003T4,11,3,11.3
19353,Hombres,Extremadura,25 y más años,2003T3,10,22,10.22
19354,Hombres,Extremadura,25 y más años,2003T2,11,57,11.57
19355,Hombres,Extremadura,25 y más años,2003T1,13,66,13.66
19356,Hombres,Extremadura,25 y más años,2002T4,12,83,12.83
19357,Hombres,Extremadura,25 y más años,2002T3,11,6,11.6
19358,Hombres,Extremadura,25 y más años,2002T2,12,,12.
19359,Hombres,Extremadura,25 y más años,2002T1,12,82,12.82
19360,Hombres,Extremadura,De 16 a 19 años,2023T4,22,78,22.78
19361,Hombres,Extremadura,De 16 a 19 años,2023T3,49,56,49.56
19362,Hombres,Extremadura,De 16 a 19 años,2023T2,59,68,59.68
19363,Hombres,Extremadura,De 16 a 19 años,2023T1,85,79,85.79
19364,Hombres,Extremadura,De 16 a 19 años,2022T4,88,92,88.92
19365,Hombres,Extremadura,De 16 a 19 años,2022T3,50,22,50.22
19366,Hombres,Extremadura,De 16 a 19 años,2022T2,52,75,52.75
19367,Hombres,Extremadura,De 16 a 19 años,2022T1,34,44,34.44
19368,Hombres,Extremadura,De 16 a 19 años,2021T4,66,29,66.29
19369,Hombres,Extremadura,De 16 a 19 años,2021T3,41,6,41.6
19370,Hombres,Extremadura,De 16 a 19 años,2021T2,26,78,26.78
19371,Hombres,Extremadura,De 16 a 19 años,2021T1,68,84,68.84
19372,Hombres,Extremadura,De 16 a 19 años,2020T4,51,38,51.38
19373,Hombres,Extremadura,De 16 a 19 años,2020T3,64,23,64.23
19374,Hombres,Extremadura,De 16 a 19 años,2020T2,67,88,67.88
19375,Hombres,Extremadura,De 16 a 19 años,2020T1,67,27,67.27
19376,Hombres,Extremadura,De 16 a 19 años,2019T4,63,96,63.96
19377,Hombres,Extremadura,De 16 a 19 años,2019T3,47,17,47.17
19378,Hombres,Extremadura,De 16 a 19 años,2019T2,49,59,49.59
19379,Hombres,Extremadura,De 16 a 19 años,2019T1,53,37,53.37
19380,Hombres,Extremadura,De 16 a 19 años,2018T4,56,4,56.4
19381,Hombres,Extremadura,De 16 a 19 años,2018T3,56,66,56.66
19382,Hombres,Extremadura,De 16 a 19 años,2018T2,53,69,53.69
19383,Hombres,Extremadura,De 16 a 19 años,2018T1,38,48,38.48
19384,Hombres,Extremadura,De 16 a 19 años,2017T4,45,31,45.31
19385,Hombres,Extremadura,De 16 a 19 años,2017T3,58,19,58.19
19386,Hombres,Extremadura,De 16 a 19 años,2017T2,55,38,55.38
19387,Hombres,Extremadura,De 16 a 19 años,2017T1,44,11,44.11
19388,Hombres,Extremadura,De 16 a 19 años,2016T4,51,41,51.41
19389,Hombres,Extremadura,De 16 a 19 años,2016T3,29,7,29.7
19390,Hombres,Extremadura,De 16 a 19 años,2016T2,54,93,54.93
19391,Hombres,Extremadura,De 16 a 19 años,2016T1,59,89,59.89
19392,Hombres,Extremadura,De 16 a 19 años,2015T4,78,61,78.61
19393,Hombres,Extremadura,De 16 a 19 años,2015T3,84,29,84.29
19394,Hombres,Extremadura,De 16 a 19 años,2015T2,71,65,71.65
19395,Hombres,Extremadura,De 16 a 19 años,2015T1,71,69,71.69
19396,Hombres,Extremadura,De 16 a 19 años,2014T4,77,43,77.43
19397,Hombres,Extremadura,De 16 a 19 años,2014T3,58,79,58.79
19398,Hombres,Extremadura,De 16 a 19 años,2014T2,69,92,69.92
19399,Hombres,Extremadura,De 16 a 19 años,2014T1,89,58,89.58
19400,Hombres,Extremadura,De 16 a 19 años,2013T4,70,62,70.62
19401,Hombres,Extremadura,De 16 a 19 años,2013T3,71,87,71.87
19402,Hombres,Extremadura,De 16 a 19 años,2013T2,68,55,68.55
19403,Hombres,Extremadura,De 16 a 19 años,2013T1,68,95,68.95
19404,Hombres,Extremadura,De 16 a 19 años,2012T4,49,24,49.24
19405,Hombres,Extremadura,De 16 a 19 años,2012T3,65,15,65.15
19406,Hombres,Extremadura,De 16 a 19 años,2012T2,65,61,65.61
19407,Hombres,Extremadura,De 16 a 19 años,2012T1,71,58,71.58
19408,Hombres,Extremadura,De 16 a 19 años,2011T4,59,87,59.87
19409,Hombres,Extremadura,De 16 a 19 años,2011T3,73,49,73.49
19410,Hombres,Extremadura,De 16 a 19 años,2011T2,70,26,70.26
19411,Hombres,Extremadura,De 16 a 19 años,2011T1,75,79,75.79
19412,Hombres,Extremadura,De 16 a 19 años,2010T4,58,7,58.7
19413,Hombres,Extremadura,De 16 a 19 años,2010T3,65,79,65.79
19414,Hombres,Extremadura,De 16 a 19 años,2010T2,51,78,51.78
19415,Hombres,Extremadura,De 16 a 19 años,2010T1,65,41,65.41
19416,Hombres,Extremadura,De 16 a 19 años,2009T4,51,93,51.93
19417,Hombres,Extremadura,De 16 a 19 años,2009T3,35,4,35.4
19418,Hombres,Extremadura,De 16 a 19 años,2009T2,43,96,43.96
19419,Hombres,Extremadura,De 16 a 19 años,2009T1,48,27,48.27
19420,Hombres,Extremadura,De 16 a 19 años,2008T4,52,26,52.26
19421,Hombres,Extremadura,De 16 a 19 años,2008T3,23,67,23.67
19422,Hombres,Extremadura,De 16 a 19 años,2008T2,15,83,15.83
19423,Hombres,Extremadura,De 16 a 19 años,2008T1,17,77,17.77
19424,Hombres,Extremadura,De 16 a 19 años,2007T4,28,24,28.24
19425,Hombres,Extremadura,De 16 a 19 años,2007T3,24,7,24.7
19426,Hombres,Extremadura,De 16 a 19 años,2007T2,21,99,21.99
19427,Hombres,Extremadura,De 16 a 19 años,2007T1,28,7,28.7
19428,Hombres,Extremadura,De 16 a 19 años,2006T4,29,19,29.19
19429,Hombres,Extremadura,De 16 a 19 años,2006T3,28,13,28.13
19430,Hombres,Extremadura,De 16 a 19 años,2006T2,32,17,32.17
19431,Hombres,Extremadura,De 16 a 19 años,2006T1,39,82,39.82
19432,Hombres,Extremadura,De 16 a 19 años,2005T4,36,43,36.43
19433,Hombres,Extremadura,De 16 a 19 años,2005T3,30,58,30.58
19434,Hombres,Extremadura,De 16 a 19 años,2005T2,32,61,32.61
19435,Hombres,Extremadura,De 16 a 19 años,2005T1,30,14,30.14
19436,Hombres,Extremadura,De 16 a 19 años,2004T4,26,95,26.95
19437,Hombres,Extremadura,De 16 a 19 años,2004T3,35,3,35.3
19438,Hombres,Extremadura,De 16 a 19 años,2004T2,20,82,20.82
19439,Hombres,Extremadura,De 16 a 19 años,2004T1,17,46,17.46
19440,Hombres,Extremadura,De 16 a 19 años,2003T4,29,84,29.84
19441,Hombres,Extremadura,De 16 a 19 años,2003T3,13,35,13.35
19442,Hombres,Extremadura,De 16 a 19 años,2003T2,24,58,24.58
19443,Hombres,Extremadura,De 16 a 19 años,2003T1,28,59,28.59
19444,Hombres,Extremadura,De 16 a 19 años,2002T4,29,99,29.99
19445,Hombres,Extremadura,De 16 a 19 años,2002T3,34,56,34.56
19446,Hombres,Extremadura,De 16 a 19 años,2002T2,27,18,27.18
19447,Hombres,Extremadura,De 16 a 19 años,2002T1,24,43,24.43
19448,Hombres,Extremadura,De 20 a 24 años,2023T4,23,6,23.6
19449,Hombres,Extremadura,De 20 a 24 años,2023T3,24,63,24.63
19450,Hombres,Extremadura,De 20 a 24 años,2023T2,25,76,25.76
19451,Hombres,Extremadura,De 20 a 24 años,2023T1,29,71,29.71
19452,Hombres,Extremadura,De 20 a 24 años,2022T4,28,38,28.38
19453,Hombres,Extremadura,De 20 a 24 años,2022T3,24,5,24.5
19454,Hombres,Extremadura,De 20 a 24 años,2022T2,44,22,44.22
19455,Hombres,Extremadura,De 20 a 24 años,2022T1,37,63,37.63
19456,Hombres,Extremadura,De 20 a 24 años,2021T4,39,41,39.41
19457,Hombres,Extremadura,De 20 a 24 años,2021T3,31,8,31.8
19458,Hombres,Extremadura,De 20 a 24 años,2021T2,36,38,36.38
19459,Hombres,Extremadura,De 20 a 24 años,2021T1,49,17,49.17
19460,Hombres,Extremadura,De 20 a 24 años,2020T4,39,42,39.42
19461,Hombres,Extremadura,De 20 a 24 años,2020T3,37,68,37.68
19462,Hombres,Extremadura,De 20 a 24 años,2020T2,45,91,45.91
19463,Hombres,Extremadura,De 20 a 24 años,2020T1,37,41,37.41
19464,Hombres,Extremadura,De 20 a 24 años,2019T4,35,45,35.45
19465,Hombres,Extremadura,De 20 a 24 años,2019T3,29,52,29.52
19466,Hombres,Extremadura,De 20 a 24 años,2019T2,29,78,29.78
19467,Hombres,Extremadura,De 20 a 24 años,2019T1,38,37,38.37
19468,Hombres,Extremadura,De 20 a 24 años,2018T4,49,67,49.67
19469,Hombres,Extremadura,De 20 a 24 años,2018T3,32,59,32.59
19470,Hombres,Extremadura,De 20 a 24 años,2018T2,37,72,37.72
19471,Hombres,Extremadura,De 20 a 24 años,2018T1,47,2,47.2
19472,Hombres,Extremadura,De 20 a 24 años,2017T4,48,23,48.23
19473,Hombres,Extremadura,De 20 a 24 años,2017T3,35,63,35.63
19474,Hombres,Extremadura,De 20 a 24 años,2017T2,40,96,40.96
19475,Hombres,Extremadura,De 20 a 24 años,2017T1,50,95,50.95
19476,Hombres,Extremadura,De 20 a 24 años,2016T4,55,41,55.41
19477,Hombres,Extremadura,De 20 a 24 años,2016T3,51,75,51.75
19478,Hombres,Extremadura,De 20 a 24 años,2016T2,47,99,47.99
19479,Hombres,Extremadura,De 20 a 24 años,2016T1,43,32,43.32
19480,Hombres,Extremadura,De 20 a 24 años,2015T4,44,25,44.25
19481,Hombres,Extremadura,De 20 a 24 años,2015T3,51,99,51.99
19482,Hombres,Extremadura,De 20 a 24 años,2015T2,43,7,43.7
19483,Hombres,Extremadura,De 20 a 24 años,2015T1,45,7,45.7
19484,Hombres,Extremadura,De 20 a 24 años,2014T4,52,83,52.83
19485,Hombres,Extremadura,De 20 a 24 años,2014T3,44,76,44.76
19486,Hombres,Extremadura,De 20 a 24 años,2014T2,53,44,53.44
19487,Hombres,Extremadura,De 20 a 24 años,2014T1,56,53,56.53
19488,Hombres,Extremadura,De 20 a 24 años,2013T4,54,35,54.35
19489,Hombres,Extremadura,De 20 a 24 años,2013T3,58,72,58.72
19490,Hombres,Extremadura,De 20 a 24 años,2013T2,59,25,59.25
19491,Hombres,Extremadura,De 20 a 24 años,2013T1,69,49,69.49
19492,Hombres,Extremadura,De 20 a 24 años,2012T4,59,44,59.44
19493,Hombres,Extremadura,De 20 a 24 años,2012T3,55,3,55.3
19494,Hombres,Extremadura,De 20 a 24 años,2012T2,64,8,64.8
19495,Hombres,Extremadura,De 20 a 24 años,2012T1,52,79,52.79
19496,Hombres,Extremadura,De 20 a 24 años,2011T4,47,79,47.79
19497,Hombres,Extremadura,De 20 a 24 años,2011T3,39,82,39.82
19498,Hombres,Extremadura,De 20 a 24 años,2011T2,42,89,42.89
19499,Hombres,Extremadura,De 20 a 24 años,2011T1,43,67,43.67
19500,Hombres,Extremadura,De 20 a 24 años,2010T4,48,12,48.12
19501,Hombres,Extremadura,De 20 a 24 años,2010T3,37,18,37.18
19502,Hombres,Extremadura,De 20 a 24 años,2010T2,37,68,37.68
19503,Hombres,Extremadura,De 20 a 24 años,2010T1,37,62,37.62
19504,Hombres,Extremadura,De 20 a 24 años,2009T4,36,36,36.36
19505,Hombres,Extremadura,De 20 a 24 años,2009T3,23,36,23.36
19506,Hombres,Extremadura,De 20 a 24 años,2009T2,31,23,31.23
19507,Hombres,Extremadura,De 20 a 24 años,2009T1,40,5,40.5
19508,Hombres,Extremadura,De 20 a 24 años,2008T4,22,6,22.6
19509,Hombres,Extremadura,De 20 a 24 años,2008T3,17,53,17.53
19510,Hombres,Extremadura,De 20 a 24 años,2008T2,15,78,15.78
19511,Hombres,Extremadura,De 20 a 24 años,2008T1,16,78,16.78
19512,Hombres,Extremadura,De 20 a 24 años,2007T4,17,37,17.37
19513,Hombres,Extremadura,De 20 a 24 años,2007T3,19,96,19.96
19514,Hombres,Extremadura,De 20 a 24 años,2007T2,15,93,15.93
19515,Hombres,Extremadura,De 20 a 24 años,2007T1,18,25,18.25
19516,Hombres,Extremadura,De 20 a 24 años,2006T4,12,8,12.8
19517,Hombres,Extremadura,De 20 a 24 años,2006T3,5,61,5.61
19518,Hombres,Extremadura,De 20 a 24 años,2006T2,16,9,16.9
19519,Hombres,Extremadura,De 20 a 24 años,2006T1,16,61,16.61
19520,Hombres,Extremadura,De 20 a 24 años,2005T4,19,29,19.29
19521,Hombres,Extremadura,De 20 a 24 años,2005T3,18,39,18.39
19522,Hombres,Extremadura,De 20 a 24 años,2005T2,15,81,15.81
19523,Hombres,Extremadura,De 20 a 24 años,2005T1,20,72,20.72
19524,Hombres,Extremadura,De 20 a 24 años,2004T4,17,96,17.96
19525,Hombres,Extremadura,De 20 a 24 años,2004T3,14,1,14.1
19526,Hombres,Extremadura,De 20 a 24 años,2004T2,18,58,18.58
19527,Hombres,Extremadura,De 20 a 24 años,2004T1,17,6,17.6
19528,Hombres,Extremadura,De 20 a 24 años,2003T4,22,72,22.72
19529,Hombres,Extremadura,De 20 a 24 años,2003T3,18,32,18.32
19530,Hombres,Extremadura,De 20 a 24 años,2003T2,11,81,11.81
19531,Hombres,Extremadura,De 20 a 24 años,2003T1,19,92,19.92
19532,Hombres,Extremadura,De 20 a 24 años,2002T4,26,1,26.1
19533,Hombres,Extremadura,De 20 a 24 años,2002T3,23,93,23.93
19534,Hombres,Extremadura,De 20 a 24 años,2002T2,15,71,15.71
19535,Hombres,Extremadura,De 20 a 24 años,2002T1,21,64,21.64
19536,Hombres,Extremadura,De 25 a 54 años,2023T4,12,44,12.44
19537,Hombres,Extremadura,De 25 a 54 años,2023T3,12,68,12.68
19538,Hombres,Extremadura,De 25 a 54 años,2023T2,12,23,12.23
19539,Hombres,Extremadura,De 25 a 54 años,2023T1,14,6,14.6
19540,Hombres,Extremadura,De 25 a 54 años,2022T4,11,99,11.99
19541,Hombres,Extremadura,De 25 a 54 años,2022T3,11,29,11.29
19542,Hombres,Extremadura,De 25 a 54 años,2022T2,11,46,11.46
19543,Hombres,Extremadura,De 25 a 54 años,2022T1,13,79,13.79
19544,Hombres,Extremadura,De 25 a 54 años,2021T4,13,81,13.81
19545,Hombres,Extremadura,De 25 a 54 años,2021T3,11,35,11.35
19546,Hombres,Extremadura,De 25 a 54 años,2021T2,11,12,11.12
19547,Hombres,Extremadura,De 25 a 54 años,2021T1,13,86,13.86
19548,Hombres,Extremadura,De 25 a 54 años,2020T4,14,56,14.56
19549,Hombres,Extremadura,De 25 a 54 años,2020T3,14,83,14.83
19550,Hombres,Extremadura,De 25 a 54 años,2020T2,15,58,15.58
19551,Hombres,Extremadura,De 25 a 54 años,2020T1,19,2,19.2
19552,Hombres,Extremadura,De 25 a 54 años,2019T4,18,37,18.37
19553,Hombres,Extremadura,De 25 a 54 años,2019T3,13,9,13.9
19554,Hombres,Extremadura,De 25 a 54 años,2019T2,13,94,13.94
19555,Hombres,Extremadura,De 25 a 54 años,2019T1,15,55,15.55
19556,Hombres,Extremadura,De 25 a 54 años,2018T4,16,22,16.22
19557,Hombres,Extremadura,De 25 a 54 años,2018T3,16,48,16.48
19558,Hombres,Extremadura,De 25 a 54 años,2018T2,17,49,17.49
19559,Hombres,Extremadura,De 25 a 54 años,2018T1,19,12,19.12
19560,Hombres,Extremadura,De 25 a 54 años,2017T4,19,18,19.18
19561,Hombres,Extremadura,De 25 a 54 años,2017T3,21,36,21.36
19562,Hombres,Extremadura,De 25 a 54 años,2017T2,20,25,20.25
19563,Hombres,Extremadura,De 25 a 54 años,2017T1,23,93,23.93
19564,Hombres,Extremadura,De 25 a 54 años,2016T4,21,31,21.31
19565,Hombres,Extremadura,De 25 a 54 años,2016T3,19,61,19.61
19566,Hombres,Extremadura,De 25 a 54 años,2016T2,21,51,21.51
19567,Hombres,Extremadura,De 25 a 54 años,2016T1,23,62,23.62
19568,Hombres,Extremadura,De 25 a 54 años,2015T4,20,94,20.94
19569,Hombres,Extremadura,De 25 a 54 años,2015T3,23,26,23.26
19570,Hombres,Extremadura,De 25 a 54 años,2015T2,25,11,25.11
19571,Hombres,Extremadura,De 25 a 54 años,2015T1,25,1,25.1
19572,Hombres,Extremadura,De 25 a 54 años,2014T4,25,58,25.58
19573,Hombres,Extremadura,De 25 a 54 años,2014T3,22,34,22.34
19574,Hombres,Extremadura,De 25 a 54 años,2014T2,25,35,25.35
19575,Hombres,Extremadura,De 25 a 54 años,2014T1,28,47,28.47
19576,Hombres,Extremadura,De 25 a 54 años,2013T4,27,44,27.44
19577,Hombres,Extremadura,De 25 a 54 años,2013T3,28,31,28.31
19578,Hombres,Extremadura,De 25 a 54 años,2013T2,29,15,29.15
19579,Hombres,Extremadura,De 25 a 54 años,2013T1,31,16,31.16
19580,Hombres,Extremadura,De 25 a 54 años,2012T4,28,34,28.34
19581,Hombres,Extremadura,De 25 a 54 años,2012T3,26,16,26.16
19582,Hombres,Extremadura,De 25 a 54 años,2012T2,27,15,27.15
19583,Hombres,Extremadura,De 25 a 54 años,2012T1,27,46,27.46
19584,Hombres,Extremadura,De 25 a 54 años,2011T4,23,29,23.29
19585,Hombres,Extremadura,De 25 a 54 años,2011T3,20,44,20.44
19586,Hombres,Extremadura,De 25 a 54 años,2011T2,18,51,18.51
19587,Hombres,Extremadura,De 25 a 54 años,2011T1,20,26,20.26
19588,Hombres,Extremadura,De 25 a 54 años,2010T4,18,98,18.98
19589,Hombres,Extremadura,De 25 a 54 años,2010T3,17,73,17.73
19590,Hombres,Extremadura,De 25 a 54 años,2010T2,17,65,17.65
19591,Hombres,Extremadura,De 25 a 54 años,2010T1,18,9,18.9
19592,Hombres,Extremadura,De 25 a 54 años,2009T4,14,38,14.38
19593,Hombres,Extremadura,De 25 a 54 años,2009T3,13,4,13.4
19594,Hombres,Extremadura,De 25 a 54 años,2009T2,14,56,14.56
19595,Hombres,Extremadura,De 25 a 54 años,2009T1,16,76,16.76
19596,Hombres,Extremadura,De 25 a 54 años,2008T4,12,52,12.52
19597,Hombres,Extremadura,De 25 a 54 años,2008T3,8,83,8.83
19598,Hombres,Extremadura,De 25 a 54 años,2008T2,8,3,8.3
19599,Hombres,Extremadura,De 25 a 54 años,2008T1,8,6,8.6
19600,Hombres,Extremadura,De 25 a 54 años,2007T4,8,74,8.74
19601,Hombres,Extremadura,De 25 a 54 años,2007T3,6,77,6.77
19602,Hombres,Extremadura,De 25 a 54 años,2007T2,7,49,7.49
19603,Hombres,Extremadura,De 25 a 54 años,2007T1,7,46,7.46
19604,Hombres,Extremadura,De 25 a 54 años,2006T4,7,97,7.97
19605,Hombres,Extremadura,De 25 a 54 años,2006T3,7,14,7.14
19606,Hombres,Extremadura,De 25 a 54 años,2006T2,8,65,8.65
19607,Hombres,Extremadura,De 25 a 54 años,2006T1,9,94,9.94
19608,Hombres,Extremadura,De 25 a 54 años,2005T4,9,68,9.68
19609,Hombres,Extremadura,De 25 a 54 años,2005T3,9,46,9.46
19610,Hombres,Extremadura,De 25 a 54 años,2005T2,9,32,9.32
19611,Hombres,Extremadura,De 25 a 54 años,2005T1,11,4,11.4
19612,Hombres,Extremadura,De 25 a 54 años,2004T4,11,61,11.61
19613,Hombres,Extremadura,De 25 a 54 años,2004T3,8,58,8.58
19614,Hombres,Extremadura,De 25 a 54 años,2004T2,10,39,10.39
19615,Hombres,Extremadura,De 25 a 54 años,2004T1,10,37,10.37
